Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;Rating
291-21-5991;B;Mandalay;Member;Male;Health and beauty;6129;5;153225;3217725;01/08/2019;14:28:00;Cash;7
602-80-9671;C;Naypyitaw;Member;Female;Home and lifestyle;1595;6;4785;100485;01/08/2019;17:15:00;Credit card;51
347-72-6115;B;Mandalay;Member;Female;Sports and travel;9074;7;31759;666939;01/08/2019;18:03:00;Credit card;62
209-61-0206;A;Yangon;Normal;Female;Home and lifestyle;4291;5;107275;2252775;01/08/2019;17:29:00;Ewallet;61
595-27-4851;A;Yangon;Normal;Female;Fashion accessories;5428;7;18998;398958;01/08/2019;18:05:00;Ewallet;93
189-52-0236;A;Yangon;Normal;Male;Electronic accessories;9955;7;348425;7316925;01/08/2019;12:07:00;Cash;76
503-07-0930;C;Naypyitaw;Member;Male;Sports and travel;5839;7;204365;4291665;01/08/2019;19:49:00;Credit card;82
413-20-6708;C;Naypyitaw;Member;Female;Fashion accessories;5147;1;25735;540435;01/08/2019;15:52:00;Ewallet;85
425-85-2085;B;Mandalay;Member;Male;Health and beauty;5486;5;13715;288015;01/08/2019;16:48:00;Ewallet;98
521-18-7827;C;Naypyitaw;Member;Male;Home and lifestyle;3939;5;98475;2067975;01/08/2019;20:46:00;Credit card;87
220-28-1851;A;Yangon;Normal;Male;Home and lifestyle;3473;2;3473;72933;01/08/2019;18:14:00;Ewallet;97
600-38-9738;C;Naypyitaw;Member;Male;Sports and travel;7192;5;1798;37758;01/08/2019;15:05:00;Credit card;43
734-91-1155;B;Mandalay;Normal;Female;Electronic accessories;4571;3;68565;1439865;01/08/2019;10:34:00;Credit card;77
451-28-5717;C;Naypyitaw;Member;Female;Home and lifestyle;8317;6;24951;523971;01/08/2019;11:23:00;Cash;73
609-81-8548;A;Yangon;Member;Female;Home and lifestyle;3744;6;11232;235872;01/08/2019;13:55:00;Credit card;59
133-14-7229;C;Naypyitaw;Normal;Male;Health and beauty;6287;2;6287;132027;01/08/2019;11:43:00;Cash;5
534-01-4457;A;Yangon;Normal;Male;Food and beverages;8171;6;24513;514773;01/08/2019;14:36:00;Credit card;8
719-89-8991;A;Yangon;Member;Female;Sports and travel;9141;5;228525;4799025;01/08/2019;16:03:00;Ewallet;71
286-62-6248;B;Mandalay;Normal;Male;Fashion accessories;3921;4;7842;164682;02/08/2019;20:03:00;Credit card;9
339-38-9982;B;Mandalay;Member;Male;Fashion accessories;5986;2;5986;125706;02/08/2019;14:55:00;Ewallet;67
827-44-5872;B;Mandalay;Member;Female;Food and beverages;5436;10;2718;57078;02/08/2019;11:28:00;Credit card;61
827-77-7633;A;Yangon;Normal;Male;Sports and travel;9809;9;441405;9269505;02/08/2019;19:41:00;Cash;93
287-83-1405;A;Yangon;Normal;Male;Health and beauty;2543;6;7629;160209;02/08/2019;19:01:00;Ewallet;7
435-13-4908;A;Yangon;Member;Male;Fashion accessories;8668;8;34672;728112;02/08/2019;18:04:00;Credit card;72
857-67-9057;B;Mandalay;Normal;Male;Electronic accessories;2295;10;11475;240975;02/08/2019;19:20:00;Ewallet;82
236-27-1144;C;Naypyitaw;Normal;Female;Food and beverages;1631;9;73395;1541295;02/08/2019;10:31:00;Ewallet;84
892-05-6689;A;Yangon;Normal;Female;Home and lifestyle;2832;5;708;14868;02/08/2019;13:28:00;Ewallet;62
583-41-4548;C;Naypyitaw;Normal;Male;Home and lifestyle;1667;7;58345;1225245;02/08/2019;11:36:00;Ewallet;74
339-12-4827;B;Mandalay;Member;Female;Fashion accessories;7396;1;3698;77658;02/08/2019;11:32:00;Credit card;5
643-38-7867;A;Yangon;Normal;Male;Home and lifestyle;9794;1;4897;102837;02/08/2019;11:44:00;Ewallet;69
308-81-0538;A;Yangon;Normal;Female;Fashion accessories;7305;4;1461;30681;02/08/2019;17:16:00;Credit card;49
358-88-9262;C;Naypyitaw;Member;Female;Food and beverages;8748;6;26244;551124;02/08/2019;18:43:00;Ewallet;51
460-35-4390;A;Yangon;Normal;Male;Home and lifestyle;3068;3;4602;96642;02/08/2019;11:00:00;Ewallet;91
343-87-0864;C;Naypyitaw;Member;Male;Health and beauty;7588;1;3794;79674;02/08/2019;10:30:00;Credit card;71
173-50-1108;B;Mandalay;Member;Female;Sports and travel;2018;4;4036;84756;02/08/2019;12:14:00;Credit card;5
243-47-2663;C;Naypyitaw;Member;Male;Electronic accessories;1877;6;5631;118251;02/08/2019;16:43:00;Credit card;55
841-18-8232;B;Mandalay;Normal;Female;Food and beverages;712;1;356;7476;02/08/2019;20:40:00;Credit card;92
701-23-5550;B;Mandalay;Member;Male;Home and lifestyle;3881;4;7762;163002;02/08/2019;13:40:00;Ewallet;49
647-50-1224;A;Yangon;Normal;Female;Fashion accessories;2942;10;1471;30891;02/08/2019;16:23:00;Ewallet;89
541-48-8554;A;Yangon;Normal;Male;Sports and travel;6095;9;274275;5759775;02/08/2019;12:08:00;Credit card;6
539-21-7227;B;Mandalay;Normal;Female;Sports and travel;5154;5;12885;270585;02/08/2019;17:45:00;Cash;42
213-32-1216;A;Yangon;Normal;Female;Electronic accessories;6606;6;19818;416178;02/08/2019;10:28:00;Cash;73
747-58-7183;B;Mandalay;Normal;Male;Fashion accessories;5727;3;85905;1804005;03/08/2019;20:31:00;Ewallet;65
582-52-8065;B;Mandalay;Normal;Female;Fashion accessories;5431;9;244395;5132295;03/08/2019;10:49:00;Cash;89
210-57-1719;B;Mandalay;Normal;Female;Health and beauty;5824;9;26208;550368;03/08/2019;12:34:00;Cash;97
399-69-4630;C;Naypyitaw;Normal;Male;Electronic accessories;2221;6;6663;139923;03/08/2019;10:23:00;Credit card;86
134-75-2619;A;Yangon;Member;Male;Electronic accessories;1932;7;6762;142002;03/08/2019;18:51:00;Cash;69
356-44-8813;B;Mandalay;Normal;Male;Home and lifestyle;3748;3;5622;118062;03/08/2019;13:45:00;Credit card;77
198-66-9832;B;Mandalay;Member;Female;Fashion accessories;7204;2;7204;151284;03/08/2019;19:38:00;Cash;95
283-26-5248;C;Naypyitaw;Member;Female;Food and beverages;9852;10;4926;103446;03/08/2019;20:23:00;Ewallet;45
712-39-0363;A;Yangon;Member;Male;Food and beverages;4166;6;12498;262458;03/08/2019;15:24:00;Ewallet;56
218-59-9410;A;Yangon;Member;Female;Home and lifestyle;7242;3;10863;228123;03/08/2019;16:54:00;Ewallet;82
174-75-0888;B;Mandalay;Normal;Male;Electronic accessories;2158;9;9711;203931;03/08/2019;12:32:00;Cash;73
866-99-7614;C;Naypyitaw;Normal;Male;Food and beverages;892;10;446;9366;03/08/2019;15:42:00;Credit card;44
134-54-4720;B;Mandalay;Normal;Female;Electronic accessories;4242;8;16968;356328;03/08/2019;13:58:00;Ewallet;57
760-90-2357;A;Yangon;Member;Male;Electronic accessories;7451;6;22353;469413;03/08/2019;15:08:00;Ewallet;5
514-37-2845;B;Mandalay;Normal;Male;Fashion accessories;9925;2;9925;208425;03/08/2019;13:02:00;Cash;9
698-98-5964;A;Yangon;Normal;Female;Food and beverages;8121;10;40605;852705;03/08/2019;13:01:00;Credit card;63
718-57-9773;C;Naypyitaw;Normal;Female;Sports and travel;4933;10;24665;517965;03/08/2019;16:40:00;Credit card;94
651-88-7328;A;Yangon;Normal;Female;Fashion accessories;6574;9;29583;621243;03/08/2019;13:55:00;Cash;77
241-11-2261;B;Mandalay;Normal;Female;Fashion accessories;7986;7;27951;586971;03/08/2019;10:33:00;Credit card;55
408-26-9866;C;Naypyitaw;Normal;Female;Sports and travel;7398;7;25893;543753;03/08/2019;16:42:00;Ewallet;41
834-83-1826;B;Mandalay;Member;Female;Home and lifestyle;8204;5;2051;43071;03/08/2019;17:16:00;Credit card;76
343-61-3544;B;Mandalay;Member;Male;Sports and travel;2667;10;13335;280035;03/08/2019;11:48:00;Cash;86
239-48-4278;A;Yangon;Member;Male;Food and beverages;1013;7;35455;744555;01/09/2019;19:35:00;Ewallet;83
355-34-6244;B;Mandalay;Normal;Male;Food and beverages;7239;2;7239;152019;01/09/2019;19:55:00;Credit card;81
550-84-8664;A;Yangon;Normal;Male;Sports and travel;8591;5;214775;4510275;01/09/2019;14:33:00;Credit card;86
339-96-8318;B;Mandalay;Member;Male;Fashion accessories;8131;7;284585;5976285;01/09/2019;19:49:00;Ewallet;63
458-61-0011;B;Mandalay;Normal;Male;Food and beverages;603;4;1206;25326;01/09/2019;18:43:00;Cash;58
592-34-6155;C;Naypyitaw;Normal;Male;Food and beverages;3177;4;6354;133434;01/09/2019;14:43:00;Ewallet;62
797-88-0493;A;Yangon;Normal;Female;Health and beauty;6427;4;12854;269934;01/09/2019;13:54:00;Cash;77
207-73-1363;B;Mandalay;Normal;Male;Health and beauty;6951;2;6951;145971;01/09/2019;12:15:00;Ewallet;81
390-31-6381;C;Naypyitaw;Normal;Male;Food and beverages;2722;3;4083;85743;01/09/2019;12:37:00;Cash;73
443-82-0585;A;Yangon;Member;Female;Health and beauty;7768;4;15536;326256;01/09/2019;19:54:00;Cash;84
339-18-7061;C;Naypyitaw;Member;Female;Fashion accessories;9298;2;9298;195258;01/09/2019;15:06:00;Credit card;8
359-90-3665;B;Mandalay;Member;Female;Fashion accessories;1808;4;3616;75936;01/09/2019;18:03:00;Credit card;95
375-72-3056;B;Mandalay;Normal;Male;Sports and travel;6306;3;9459;198639;01/09/2019;15:58:00;Ewallet;7
127-47-6963;A;Yangon;Normal;Male;Health and beauty;5171;4;10342;217182;01/09/2019;13:53:00;Credit card;98
278-86-2735;A;Yangon;Normal;Female;Food and beverages;5234;3;7851;164871;01/09/2019;14:03:00;Cash;92
695-28-6250;A;Yangon;Normal;Female;Sports and travel;4306;5;10765;226065;01/09/2019;16:38:00;Ewallet;77
379-17-6588;C;Naypyitaw;Normal;Male;Fashion accessories;5961;10;29805;625905;02/09/2019;11:07:00;Cash;53
227-50-3718;A;Yangon;Normal;Male;Health and beauty;1462;5;3655;76755;02/09/2019;12:23:00;Cash;44
302-15-2162;C;Naypyitaw;Member;Male;Health and beauty;4653;6;13959;293139;02/09/2019;10:54:00;Credit card;43
788-07-8452;C;Naypyitaw;Member;Female;Home and lifestyle;2424;7;8484;178164;02/09/2019;17:38:00;Ewallet;94
560-49-6611;A;Yangon;Member;Female;Sports and travel;4558;1;2279;47859;02/09/2019;14:13:00;Cash;98
880-35-0356;A;Yangon;Member;Female;Sports and travel;752;3;1128;23688;02/09/2019;11:51:00;Ewallet;48
585-11-6748;B;Mandalay;Member;Male;Sports and travel;968;3;1452;30492;02/09/2019;13:05:00;Cash;53
470-31-3286;B;Mandalay;Normal;Male;Health and beauty;1482;3;2223;46683;02/09/2019;11:30:00;Credit card;87
152-68-2907;A;Yangon;Normal;Male;Food and beverages;522;3;783;16443;02/09/2019;13:30:00;Credit card;95
123-35-4896;C;Naypyitaw;Normal;Female;Sports and travel;4666;9;20997;440937;02/09/2019;19:11:00;Ewallet;53
258-69-7810;C;Naypyitaw;Normal;Female;Fashion accessories;3685;5;92125;1934625;02/09/2019;18:53:00;Cash;92
334-64-2006;A;Yangon;Member;Female;Home and lifestyle;7032;2;7032;147672;02/09/2019;14:22:00;Ewallet;96
219-61-4139;C;Naypyitaw;Normal;Male;Electronic accessories;8308;1;4154;87234;02/09/2019;17:16:00;Ewallet;64
881-41-7302;C;Naypyitaw;Normal;Female;Fashion accessories;6499;1;32495;682395;02/09/2019;10:06:00;Credit card;45
373-09-4567;C;Naypyitaw;Normal;Male;Food and beverages;7756;10;3878;81438;02/09/2019;20:35:00;Ewallet;69
642-30-6693;B;Mandalay;Normal;Female;Sports and travel;5451;6;16353;343413;02/09/2019;13:54:00;Ewallet;78
484-22-8230;C;Naypyitaw;Member;Female;Fashion accessories;5189;7;181615;3813915;02/09/2019;20:08:00;Cash;45
830-58-2383;B;Mandalay;Normal;Male;Home and lifestyle;3175;4;635;13335;02/09/2019;15:26:00;Cash;86
559-98-9873;A;Yangon;Member;Female;Fashion accessories;5365;7;187775;3943275;02/09/2019;12:56:00;Ewallet;52
544-32-5024;C;Naypyitaw;Member;Female;Food and beverages;4979;4;9958;209118;02/09/2019;19:16:00;Credit card;64
318-12-0304;A;Yangon;Normal;Male;Fashion accessories;3061;1;15305;321405;02/09/2019;12:20:00;Ewallet;52
349-97-8902;B;Mandalay;Member;Male;Food and beverages;5789;2;5789;121569;02/09/2019;10:37:00;Ewallet;89
421-95-9805;A;Yangon;Normal;Female;Electronic accessories;2896;1;1448;30408;02/09/2019;10:18:00;Credit card;62
277-35-5865;C;Naypyitaw;Member;Female;Food and beverages;9897;9;445365;9352665;02/09/2019;11:23:00;Cash;67
789-23-8625;B;Mandalay;Member;Male;Fashion accessories;9322;3;13983;293643;02/09/2019;11:45:00;Cash;72
284-54-4231;C;Naypyitaw;Member;Male;Sports and travel;8093;1;40465;849765;02/09/2019;16:08:00;Credit card;9
443-59-0061;A;Yangon;Member;Male;Food and beverages;6745;10;33725;708225;03/09/2019;11:25:00;Ewallet;42
509-29-3912;A;Yangon;Member;Female;Sports and travel;3872;9;17424;365904;03/09/2019;12:24:00;Ewallet;42
327-40-9673;B;Mandalay;Member;Male;Sports and travel;726;6;2178;45738;03/09/2019;19:51:00;Cash;69
840-19-2096;C;Naypyitaw;Member;Male;Electronic accessories;8791;5;219775;4615275;03/09/2019;18:10:00;Ewallet;44
828-46-6863;A;Yangon;Member;Male;Food and beverages;9853;6;29559;620739;03/09/2019;11:22:00;Credit card;4
641-96-3695;C;Naypyitaw;Member;Female;Fashion accessories;4346;6;13038;273798;03/09/2019;17:55:00;Ewallet;85
420-97-3340;A;Yangon;Normal;Female;Food and beverages;7168;3;10752;225792;03/09/2019;15:30:00;Credit card;92
436-54-4512;A;Yangon;Member;Female;Food and beverages;9161;1;45805;961905;03/09/2019;19:44:00;Cash;98
670-79-6321;B;Mandalay;Member;Female;Home and lifestyle;9459;7;331065;6952365;03/09/2019;15:27:00;Credit card;49
852-62-7105;B;Mandalay;Normal;Female;Fashion accessories;8325;10;41625;874125;03/09/2019;11:25:00;Credit card;44
598-06-7312;B;Mandalay;Member;Male;Fashion accessories;9135;1;45675;959175;03/09/2019;15:42:00;Cash;68
135-13-8269;B;Mandalay;Member;Female;Food and beverages;7888;2;7888;165648;03/09/2019;16:04:00;Cash;91
816-57-2053;A;Yangon;Normal;Male;Sports and travel;6087;2;6087;127827;03/09/2019;12:37:00;Ewallet;87
628-90-8624;B;Mandalay;Member;Male;Health and beauty;8258;10;4129;86709;03/09/2019;14:41:00;Cash;5
856-66-2701;A;Yangon;Member;Male;Home and lifestyle;533;3;7995;167895;03/09/2019;14:19:00;Ewallet;75
308-39-1707;A;Yangon;Normal;Female;Fashion accessories;1209;1;6045;126945;03/09/2019;18:19:00;Credit card;82
149-61-1929;A;Yangon;Normal;Male;Sports and travel;6419;10;32095;673995;03/09/2019;14:08:00;Credit card;67
655-07-2265;A;Yangon;Normal;Male;Electronic accessories;7831;3;117465;2466765;03/09/2019;16:38:00;Ewallet;54
589-02-8023;A;Yangon;Member;Male;Food and beverages;8377;2;8377;175917;03/09/2019;10:54:00;Credit card;7
420-04-7590;B;Mandalay;Normal;Male;Home and lifestyle;997;3;14955;314055;03/09/2019;11:29:00;Ewallet;47
182-88-2763;B;Mandalay;Member;Male;Food and beverages;7991;3;119865;2517165;03/09/2019;19:28:00;Credit card;5
188-55-0967;B;Mandalay;Member;Male;Health and beauty;6647;10;33235;697935;03/09/2019;15:01:00;Credit card;5
610-46-4100;A;Yangon;Normal;Male;Health and beauty;2895;7;101325;2127825;03/09/2019;20:31:00;Credit card;6
318-81-2368;C;Naypyitaw;Normal;Female;Electronic accessories;462;1;231;4851;03/09/2019;12:16:00;Cash;63
364-33-8584;B;Mandalay;Member;Female;Food and beverages;1763;5;44075;925575;03/09/2019;15:27:00;Cash;85
665-63-9737;B;Mandalay;Normal;Male;Fashion accessories;5242;3;7863;165123;03/09/2019;17:36:00;Ewallet;75
695-09-5146;B;Mandalay;Member;Female;Food and beverages;9879;3;148185;3111885;03/09/2019;20:00:00;Ewallet;64
155-45-3814;C;Naypyitaw;Member;Female;Electronic accessories;8855;8;3542;74382;03/09/2019;15:29:00;Ewallet;47
794-32-2436;B;Mandalay;Member;Male;Electronic accessories;5567;2;5567;116907;03/09/2019;15:08:00;Ewallet;6
131-15-8856;C;Naypyitaw;Member;Female;Food and beverages;7252;8;29008;609168;03/09/2019;19:26:00;Credit card;4
273-84-2164;C;Naypyitaw;Member;Male;Electronic accessories;1205;5;30125;632625;03/09/2019;15:53:00;Ewallet;55
706-36-6154;A;Yangon;Member;Male;Home and lifestyle;1936;9;8712;182952;03/09/2019;18:43:00;Ewallet;87
778-89-7974;C;Naypyitaw;Normal;Male;Health and beauty;7021;6;21063;442323;01/10/2019;14:58:00;Cash;74
574-31-8277;B;Mandalay;Member;Male;Fashion accessories;3363;1;16815;353115;01/10/2019;19:55:00;Cash;56
859-71-0933;C;Naypyitaw;Member;Female;Sports and travel;1549;2;1549;32529;01/10/2019;15:10:00;Cash;63
740-11-5257;C;Naypyitaw;Normal;Male;Electronic accessories;2474;10;1237;25977;01/10/2019;16:44:00;Cash;71
369-82-2676;B;Mandalay;Normal;Male;Electronic accessories;7566;5;18915;397215;01/10/2019;18:22:00;Ewallet;78
563-47-4072;B;Mandalay;Normal;Female;Health and beauty;5581;6;16743;351603;01/10/2019;11:52:00;Cash;99
742-04-5161;A;Yangon;Member;Male;Home and lifestyle;7278;10;3639;76419;01/10/2019;17:24:00;Cash;73
149-15-7606;B;Mandalay;Member;Male;Sports and travel;3732;9;16794;352674;01/10/2019;15:31:00;Ewallet;51
133-77-3154;B;Mandalay;Member;Male;Fashion accessories;6018;4;12036;252756;01/10/2019;18:04:00;Credit card;94
169-52-4504;A;Yangon;Normal;Female;Electronic accessories;1569;3;23535;494235;01/10/2019;14:13:00;Credit card;58
250-81-7186;C;Naypyitaw;Normal;Female;Electronic accessories;9969;1;49845;1046745;01/10/2019;10:23:00;Credit card;8
562-12-5430;A;Yangon;Member;Female;Fashion accessories;8815;3;132225;2776725;01/10/2019;10:11:00;Ewallet;79
816-72-8853;A;Yangon;Member;Female;Sports and travel;2793;5;69825;1466325;01/10/2019;15:48:00;Cash;59
491-38-3499;A;Yangon;Member;Male;Fashion accessories;5545;1;27725;582225;01/10/2019;17:46:00;Credit card;49
322-02-2271;B;Mandalay;Normal;Female;Sports and travel;4297;3;64455;1353555;01/10/2019;11:46:00;Cash;93
842-29-4695;C;Naypyitaw;Member;Male;Sports and travel;1714;7;5999;125979;01/10/2019;12:07:00;Credit card;79
725-67-2480;B;Mandalay;Member;Female;Fashion accessories;5875;6;17625;370125;01/10/2019;18:14:00;Credit card;59
641-51-2661;C;Naypyitaw;Member;Female;Food and beverages;871;10;4355;91455;01/10/2019;14:45:00;Credit card;99
714-02-3114;C;Naypyitaw;Normal;Female;Sports and travel;988;2;988;20748;02/10/2019;11:39:00;Cash;77
518-17-2983;A;Yangon;Normal;Female;Fashion accessories;4863;4;9726;204246;02/10/2019;15:44:00;Ewallet;76
779-42-2410;B;Mandalay;Member;Male;Food and beverages;5774;3;8661;181881;02/10/2019;13:06:00;Ewallet;77
190-14-3147;B;Mandalay;Normal;Female;Health and beauty;1797;4;3594;75474;02/10/2019;20:43:00;Ewallet;64
408-66-6712;C;Naypyitaw;Member;Female;Health and beauty;4771;6;14313;300573;02/10/2019;14:19:00;Ewallet;44
679-22-6530;B;Mandalay;Normal;Female;Sports and travel;4062;2;4062;85302;02/10/2019;10:01:00;Credit card;41
588-47-8641;A;Yangon;Member;Male;Fashion accessories;5604;10;2802;58842;02/10/2019;19:30:00;Ewallet;44
642-61-4706;B;Mandalay;Member;Male;Food and beverages;934;2;934;19614;02/10/2019;16:34:00;Cash;55
576-31-4774;B;Mandalay;Normal;Female;Health and beauty;7341;3;110115;2312415;02/10/2019;13:10:00;Ewallet;4
556-41-6224;C;Naypyitaw;Normal;Male;Health and beauty;3364;8;13456;282576;02/10/2019;17:10:00;Credit card;93
811-03-8790;A;Yangon;Normal;Female;Electronic accessories;4548;10;2274;47754;02/10/2019;10:22:00;Credit card;48
242-11-3142;B;Mandalay;Member;Male;Fashion accessories;8377;2;8377;175917;02/10/2019;19:57:00;Cash;46
752-23-3760;B;Mandalay;Member;Female;Sports and travel;6408;7;22428;470988;02/10/2019;19:29:00;Credit card;73
274-05-5470;A;Yangon;Member;Female;Food and beverages;7347;4;14694;308574;02/10/2019;18:30:00;Cash;6
648-94-3045;C;Naypyitaw;Normal;Male;Health and beauty;5895;10;29475;618975;02/10/2019;14:27:00;Ewallet;81
130-67-4723;A;Yangon;Member;Male;Food and beverages;485;6;1455;30555;02/10/2019;13:57:00;Ewallet;94
528-87-5606;B;Mandalay;Member;Female;Electronic accessories;3948;1;1974;41454;02/10/2019;19:43:00;Cash;65
320-85-2052;B;Mandalay;Normal;Female;Sports and travel;3481;1;17405;365505;02/10/2019;10:11:00;Credit card;7
370-96-0655;C;Naypyitaw;Normal;Female;Fashion accessories;4932;6;14796;310716;02/10/2019;13:46:00;Ewallet;71
105-10-6182;A;Yangon;Member;Male;Fashion accessories;2148;2;2148;45108;02/10/2019;12:22:00;Ewallet;66
510-79-0415;B;Mandalay;Member;Female;Sports and travel;2308;6;6924;145404;02/10/2019;19:20:00;Ewallet;49
241-96-5076;B;Mandalay;Member;Female;Home and lifestyle;491;2;491;10311;02/10/2019;12:58:00;Credit card;64
767-97-4650;B;Mandalay;Member;Female;Sports and travel;6483;2;6483;136143;03/10/2019;11:59:00;Credit card;8
648-83-1321;A;Yangon;Member;Male;Home and lifestyle;6356;10;3178;66738;03/10/2019;17:59:00;Cash;43
173-57-2300;C;Naypyitaw;Member;Male;Sports and travel;7288;2;7288;153048;03/10/2019;12:51:00;Cash;61
305-03-2383;A;Yangon;Normal;Female;Food and beverages;671;3;10065;211365;03/10/2019;10:36:00;Cash;75
394-55-6384;C;Naypyitaw;Member;Female;Sports and travel;7019;9;315855;6632955;03/10/2019;13:38:00;Cash;67
266-20-6657;C;Naypyitaw;Member;Male;Food and beverages;5504;7;19264;404544;03/10/2019;19:39:00;Ewallet;52
689-05-1884;A;Yangon;Member;Male;Health and beauty;4863;10;24315;510615;03/10/2019;12:44:00;Cash;88
196-01-2849;C;Naypyitaw;Member;Female;Fashion accessories;7338;7;25683;539343;03/10/2019;13:56:00;Cash;95
372-62-5264;C;Naypyitaw;Normal;Female;Food and beverages;526;9;2367;49707;03/10/2019;14:42:00;Cash;76
800-09-8606;A;Yangon;Member;Female;Home and lifestyle;8737;5;218425;4586925;03/10/2019;19:45:00;Cash;66
182-52-7000;A;Yangon;Member;Female;Sports and travel;2704;4;5408;113568;03/10/2019;20:26:00;Ewallet;69
826-58-8051;B;Mandalay;Normal;Male;Home and lifestyle;6219;4;12438;261198;03/10/2019;19:46:00;Ewallet;43
868-06-0466;A;Yangon;Member;Male;Electronic accessories;6958;9;31311;657531;03/10/2019;19:38:00;Credit card;78
751-41-9720;C;Naypyitaw;Normal;Male;Home and lifestyle;975;10;4875;102375;03/10/2019;16:18:00;Ewallet;8
626-43-7888;C;Naypyitaw;Normal;Female;Fashion accessories;6041;8;24164;507444;03/10/2019;12:23:00;Ewallet;96
176-64-7711;B;Mandalay;Normal;Male;Food and beverages;3232;3;4848;101808;03/10/2019;19:11:00;Credit card;43
191-29-0321;B;Mandalay;Member;Female;Fashion accessories;1977;10;9885;207585;03/10/2019;18:57:00;Credit card;5
729-06-2010;B;Mandalay;Member;Male;Health and beauty;8047;9;362115;7604415;03/10/2019;11:18:00;Cash;92
640-48-5028;B;Mandalay;Member;Female;Home and lifestyle;8839;9;397755;8352855;03/10/2019;12:40:00;Cash;63
186-79-9562;B;Mandalay;Normal;Male;Health and beauty;7177;7;251195;5275095;03/10/2019;14:06:00;Cash;89
834-45-5519;B;Mandalay;Normal;Female;Electronic accessories;43;4;86;1806;03/10/2019;20:48:00;Ewallet;76
162-65-8559;C;Naypyitaw;Member;Male;Food and beverages;6898;1;3449;72429;03/10/2019;20:13:00;Cash;48
760-27-5490;C;Naypyitaw;Normal;Male;Fashion accessories;1562;8;6248;131208;03/10/2019;20:37:00;Ewallet;91
445-30-9252;A;Yangon;Normal;Male;Sports and travel;257;3;3855;80955;03/10/2019;17:59:00;Ewallet;61
786-94-2700;A;Yangon;Member;Male;Food and beverages;8062;6;24186;507906;01/11/2019;20:18:00;Cash;91
728-88-7867;C;Naypyitaw;Member;Female;Home and lifestyle;7553;4;15106;317226;01/11/2019;15:52:00;Ewallet;83
183-21-3799;C;Naypyitaw;Normal;Female;Electronic accessories;7763;9;349335;7336035;01/11/2019;15:14:00;Ewallet;72
268-20-3585;C;Naypyitaw;Normal;Female;Health and beauty;1385;9;62325;1308825;01/11/2019;12:50:00;Ewallet;6
735-32-9839;C;Naypyitaw;Member;Male;Fashion accessories;987;8;3948;82908;01/11/2019;10:36:00;Ewallet;85
258-92-7466;A;Yangon;Normal;Female;Health and beauty;3568;5;892;18732;01/11/2019;18:33:00;Credit card;66
857-16-3520;A;Yangon;Member;Female;Fashion accessories;7146;7;25011;525231;01/11/2019;16:06:00;Ewallet;45
482-17-1179;A;Yangon;Member;Male;Electronic accessories;1194;3;1791;37611;01/11/2019;12:47:00;Credit card;81
788-21-5741;A;Yangon;Normal;Male;Fashion accessories;4538;3;6807;142947;01/11/2019;13:34:00;Credit card;72
821-14-9046;B;Mandalay;Member;Female;Fashion accessories;1748;6;5244;110124;01/11/2019;15:04:00;Credit card;61
418-05-0656;B;Mandalay;Normal;Female;Fashion accessories;2556;7;8946;187866;01/11/2019;20:42:00;Cash;71
678-79-0726;C;Naypyitaw;Member;Female;Sports and travel;9063;9;407835;8564535;01/11/2019;15:28:00;Cash;51
776-68-1096;B;Mandalay;Normal;Male;Home and lifestyle;4412;3;6618;138978;01/11/2019;13:45:00;Credit card;79
592-46-1692;C;Naypyitaw;Member;Female;Food and beverages;3677;7;128695;2702595;01/11/2019;20:10:00;Cash;74
434-35-9162;B;Mandalay;Member;Male;Food and beverages;2334;4;4668;98028;01/11/2019;18:53:00;Ewallet;74
149-14-0304;C;Naypyitaw;Member;Female;Health and beauty;285;8;114;2394;01/11/2019;14:24:00;Cash;66
442-44-6497;C;Naypyitaw;Member;Male;Home and lifestyle;5557;3;83355;1750455;02/11/2019;11:42:00;Credit card;59
174-64-0215;B;Mandalay;Normal;Male;Sports and travel;6974;10;3487;73227;02/11/2019;17:49:00;Credit card;89
210-74-9613;C;Naypyitaw;Normal;Male;Fashion accessories;9726;4;19452;408492;02/11/2019;15:33:00;Ewallet;68
299-29-0180;B;Mandalay;Member;Female;Home and lifestyle;5218;7;18263;383523;02/11/2019;10:54:00;Cash;93
247-11-2470;A;Yangon;Member;Female;Fashion accessories;2232;4;4464;93744;02/11/2019;16:23:00;Credit card;44
635-28-5728;A;Yangon;Normal;Male;Health and beauty;56;3;84;1764;02/11/2019;19:33:00;Ewallet;48
756-49-0168;A;Yangon;Member;Male;Fashion accessories;197;1;985;20685;02/11/2019;11:39:00;Ewallet;95
438-23-1242;B;Mandalay;Normal;Male;Electronic accessories;7588;7;26558;557718;02/11/2019;10:38:00;Ewallet;89
238-45-6950;B;Mandalay;Member;Male;Food and beverages;5372;1;2686;56406;02/11/2019;20:03:00;Ewallet;64
607-65-2441;C;Naypyitaw;Member;Male;Health and beauty;8195;10;40975;860475;02/11/2019;12:39:00;Credit card;6
386-27-7606;C;Naypyitaw;Member;Female;Home and lifestyle;812;7;2842;59682;02/11/2019;15:59:00;Credit card;81
137-63-5492;C;Naypyitaw;Normal;Male;Electronic accessories;5876;10;2938;61698;02/11/2019;14:26:00;Ewallet;9
